,idx,class,conversation
255,255,기타 괴롭힘 대화,"자기야, 요즘 다른 여자 만나지 않아?
뭐야? 음식 좀 만들어 줘.
아니. 요즘 전화 많이 하는 것 같아서 여자 만나고 있는 것 같아.
야, 의심하지 마! 전에 실수라고 했잖아. 정말 화나.
미안해.
의심하기 전에 거울을 봐. 그 꼬맹이가 떠들어. 으악
뭐야?
애 낳고 왜 살찐 거야? 여자야?
애 키우느라 신경 안 썼을 뿐이야.
조심해! 이모가 그렇게 말했어. 널 여자로 봐야 할까?"
256,256,협박 대화,"우리를 배신하면 무슨 일이 일어나는지 더 잘 모르니?
실수? 실수를 하기 위해 목숨을 걸었잖아.
아니. 정말 몰랐어, 형.
우리는 의도적이든 우연이든 우리를 배신하는 사람을 인간으로 대하지 않아.
어떡하지?
어떡하지? 다시는 우리를 배신하지 않겠다는 걸 보여주기 위해 한 팔만 줘.
허? 그게. 뭐야.
실수든 아니든, 우리를 배신했으니 다시는 그러지 말아야지, 그렇지?
하지만 포기하고 있어. 팔을.
못하니? 그럼 다른 걸 포기하는 거야?
제발 날 구해줘."
257,257,갈취 대화,"당신 아들이 누군가를 때렸어요
허? 내 아이?
그는 6주간의 치료가 필요해요. 어떻게 해야 하나요?
그게 내 아이에게 맞는 건가요?
경찰에 신고하는 건 상관없어요
허?!
그냥 치료비만 주세요. 조용히 처리합시다
아니, 그럴 리가 없어요
아, 그럼 경찰서로 가자
아니, 잠깐만요"
258,258,협박 대화,"길동이 기억나? 내 딸이 죽을 때까지 괴롭혔잖아.
무슨 소리야? 그런 ​​사람 한 명도 몰라.
네 자식이 그렇게 된다면, 나를 무시할 거야?
미안해!!! 내가 틀렸어.
네 자식이 위험에 처해 있는데 지금 와서야 미안하다고 하는 거야?
내가 틀렸어. 잠깐 미칠 것 같아.
너도 내가 그랬던 것처럼 자식을 잃은 아픔을 느껴야 해.
제발 구해줘. 그 자식은 아무 잘못이 없어.
자식을 잃은 지금 그런 건 중요하지 않아.
제발, 간청해."
259,259,협박 대화,"지금 당신 딸이 있어요.
당신 딸은 괜찮아요?
지금은 괜찮아요. 내 말대로 하면 죽이지 않을 거예요.
당신 말대로 할게, 부탁해.
돈을 준비해서 원하는 곳으로 가져가.
내가 할게. 내가 할게.
틀렸다고 생각하면 당신 딸이 죽을 거야.
부탁해. 아무것도 하지 않고 당신 말대로 할게.
신중하게 생각하고, 돈을 준비해서 기다려. 다시 전화할게.
딸 목소리를 한 번만 들려줄 수 있어?
헛소리 그만하고 전화 끊으세요. 왜 딸이 비명 지르는 걸 듣고 싶어?
아, 아니."
260,260,갈취 대화,"야, 형, 관광객 같아. 여기 처음 왔어?
오, 그래.
그럼 이거 없이는 못 살겠어. 이거 가져가.
네? 뭐야?
뭐야? 칼이야. 이거 가져가, 쉿!
와!
하하, 무서워? 네버랜드에 오신 걸 환영합니다. 내가 진짜로 찔러버리기 전에 가방을 비우세요. 도와줄 사람 없다는 거 알죠?
아, 알겠어요. 제발 저를 구해주세요.
네, 방금 손가락 하나를 잃을 뻔했어요. 생각해보면 지금부터 먹는 게 정말 불편할 거예요. 하지만 그게 다인가요? 야, 주머니도 비우세요, 꼬마.
오, 그래.
음, 여기 있어요. 돈 냄새가 달콤하네요. 봅시다. 교통비를 위해 좀 저축합시다. 저는 멋진 남자예요.
고맙습니다.
잠깐, 저는 교통카드가 있어요. 전에 한 말은 취소할게요. 그렇게 친절할 필요 없어요. 저는 검소한 남자예요. 그리고 지금 입고 있는 재킷과 목걸이는 마음에 들어? 취향이 좋군요. 그것도 주세요. 그럼 나가세요.
.그래요. 다음에 더 가져오세요. 언제나 환영이에요."
261,261,협박 대화,"실례합니다
허?
정말 좋아해요.
오케이
번호 물어봐도 돼요?
오, 미안해요.
번호 줄 수 있어요?
저는 남자친구가 있어요.
번호 안 주면 여기서 죽여버릴 거야!!!!
오케이, 줄게요."
262,262,기타 괴롭힘 대화,"실례합니다. 잠깐만요
왜 매일 이러는 거야? 할 말 없어
좋아해
관심 없어. 오지 마
한 번만 만나.
그러지 마. 남자친구 있어
결혼 안 했어. 한 번만 데이트하자
왜 널 만나?
넌 내 스타일이야
나 아니야"
263,263,기타 괴롭힘 대화,"선생님, 음주운전 검사가 있을 거예요
아, 수고하셨습니다
그만
아, 몰라? 아직 초보자야?
허???
나는 당신 매니저랑 친구인데, 오늘 좋은 곳에서 술 한 잔 했어
아, 그래? 그럼 그만
아니, 난 당신이 무슨 말을 하는지 모르겠어, 청년아?
허?
그런 규칙을 따르면 먼저 혼날 수도 있어?
왜 그러는 거야? 재치 있게 행동해야지. 뭐 하는 거야? 나는 당신 매니저 친구지? 얼마나 무서운지 몰라! 내가 쉬운 줄 알아?
난 그냥 내 일을 했을 뿐이야."
264,264,직장 내 괴롭힘 대화,"김씨, 오늘 왜 전화했는지 알아?
음. 모르겠어.
하. 김씨, 평범한 직원이라도 무능에는 한계가 있어!
미안해. 열심히 일할게.
그거 듣고 전화한 거 아니야?

미안해, 이매니저.
정말 미안하면 괜찮아. 아! 친구 많아?
허? 왜 갑자기?
아니, 반반이 아니라면 김씨 친구들은 다 반반이잖아? 곧 결혼할 것 같은데, 소개시켜 줄 사람 있어?
이매니저. 미안해. 내 친구들은 다 애인이 있어.
뭐야? 김씨가 이렇게 쓸모없는 거야? 넌 일도 못하고 상사도 기쁘게 못하는데, 왜 회사에 있는 거야? 그냥 결혼해서 애 낳고 밥이나 먹으라고?
이매니저, 너무해!"
265,265,직장 내 괴롭힘 대화,"아직 인턴이신가요?
네.
좋은 생각이네요. 다음 회의에서 발표해도 될까요?
정말요? 고맙습니다.
하지만 아직 인턴이라면 직접 발표하기에는 좀 어색할 수도 있겠네요.
네?
결국 잘 전달해야 할 아이디어잖아요.
네.
더 연습한 후에 직접 발표할게요. 이번에는 발표할게요.
하지만 제 아이디어예요.
네, 알아요. 다 알아요. 나중에 통과되면 그때부터는 참여할게요. 하지만 정말 좋은 인턴 점수를 줄게요.
."
266,266,직장 내 괴롭힘 대화,"지민아, 뭐해?

문서 마무리 중
이번 주말 뭐해?
별거 아니야. 왜?
하이킹 가?
하이킹? 아, 방금 생각났어. 이번 주말에 친구 결혼식이 있어
야, 이 친구는 팀워크만 중요한 게 아니야. 확실히 나야
아니, 좀 지나치잖아
이번 시간을 놓치면 정말 아웃이야
아웃
하. 알았어, 알겠어."
267,267,직장 내 괴롭힘 대화,"매니저님, 이번엔 휴가 가도 될까요?
휴가? 왜??
잠깐 쉬고 돌아오고 싶어요.
휴가 가고 싶은 사람이 당신뿐인가요?
그게 아니에요. 이번에는 다른 직원들은 다 나갔는데, 6개월째 못 간 사람은 저뿐이에요.
글쎄요, 당신은 일을 잘하시니까 조금만 더 기다려 보세요!
저번에 이 말씀하시고 날 보내지 않으셨어요?
김 매니저님, 영원히 떠나고 싶으신가요?
죄송합니다.
그럼 지금부터 후회할 일은 하지 마세요."
268,268,갈취 대화,"야, 뭐하냐?
왜요, 선생님?
돈 모으라고 했잖아요.
죄송하지만 못 모았어요.
그럼 주머니에 있는 거 다 내놔.
없다고 했잖아요.
방금 PC방 가는 길이었는데.
응, 천 원이라도 괜찮아요. 다 내놔.
정말 그럴 거예요, 선생님?"
269,269,갈취 대화,"야, 오늘 부모님은 가게에 안 계시지?
응. 안 계시지. 왜? 왜 여기까지 왔어?
왜 여기까지 왔어? 전에 봤지만 저기 금고를 열어봐. 우리 재정이 그렇게 좋지 않아.
그럴 수 없어. 조금이라도 돈을 잃으면 우리 부모님이 알게 될 거야. 우리는 장부를 쓰고 있어. 안 될 것 같아. 미안해.
야, 금고 열면 열어봐. 돈 가져간다고 했잖아? 그냥 볼 거야. 친구를 못 믿어서 쓰는 거야?
그럼 진짜로 그냥 볼 거야. 이 돈 가져가면 우리 부모님 화낼 거야. 알았어, 봐.
알았어, 와, 정말 많은 돈이네. 야, 여기서 얼마나 가져갈 수 있어? 5만 원은 너무 적으니까 1만 원만 가져가자. 그게 다야?
야! 아니요. 그 패키지에는 백만 원이 들어 있어요. 적은 돈이 아니에요. 그리고 당신은 그것을 받지 않겠다고 말했어요.
백만 원? 완벽해요. 야, 조심해. 그냥 부모님께 썼다고 말해. 그들은 이해할 거야. 고맙고, 조심해.
돌려줘. 정말로 사라질 수는 없어. 돌려줘."
270,270,협박 대화,"야, 내 동생한테 맞은 사람 누구야?"
271,271,기타 괴롭힘 대화,"실례합니다, 사장님. 밥에 머리카락이 하나 들어 있었어요.
아, 죄송합니다. 제가 요리할 때 실수로 들어간 것 같아요.
아, 그래서 그런 싼 걸 못 사시는 거군요.
너무 엄격하시네요.
그럼 바로잡아 주세요.
뭐라고 하든
바로 환불해 드리고 돈도 바로 드리겠습니다.
어려워요.
빨리 해주세요."
272,272,기타 괴롭힘 대화,"실례합니다, 선생님. 몸이 좋지 않다면 그냥 집에 계세요.
오, 죄송합니다.
건망증이 있나요? 아니면 왜 나와서 문제를 일으키셨어요? 어머나

뭐라고 하시는 거예요? 네, 그냥 돕고 싶을 뿐이고, 귀찮게 했다면 죄송합니다.
오, 불쌍하게 행동하지 마세요. 누군가가 나를 보면 나쁜 사람이라고 생각할 거예요.
죄송합니다.
장애인이라면 장애인처럼 집에 있고 나오지 마세요."
273,273,협박 대화,"야, 불만이 있니?
나? 아니.
왜 눈을 크게 뜨고 다니니? 죽고 싶어?
난 다른 곳을 보고 있었는데 왜 그러는 거야?
내가 너한테 바보로 보이니? 정말 죽고 싶어.
아니. 그냥 내 길을 갈게.
야, 어디 가는 거야? 한 번 더 그렇게 눈을 뜨렴.
미안해, 내가 실수했어.
날 귀찮게 하면 칼로 찔러 죽여.
지금부터 조심할게."
274,274,갈취 대화,"오랜만이야. 잘 지냈어?
어머, 정말 오랜만이야. 잘 지냈어?
잘 지내고 있는데, 어머, 500만원 빌려줄 수 있어?
500만원??? 그런 돈은 어디서 구해.
요즘은 잘 지내? 사실 아빠가 사고를 당해서 병원비를 낼 돈이 없어.
뭐야?? 어떡하지? 근데 진짜 돈이 없어.
어머, 너랑 네 친구는 왜 그래? 내가 눈감아준 거 기억 안 나?
왜 그런 얘기를 꺼내!! 어쨌든 미안한데, 줄 돈이 없어.
아, 맞아. 그럼 그냥 무시할 수 없잖아.
뭐야, 너. 정말 미안한데, 정말 돈이 없어."
275,275,기타 괴롭힘 대화,"그녀가 다 고쳤다고 했어?
정말? 어떻게 그렇게 예쁘니?
무슨 소리야?
언제 얼굴을 고쳤어?
아니, 고치지 않았어.
무슨 소리야? 중학교, 고등학교 졸업 사진을 봤어.
언제 그렇게 고쳤어? 정말 용이 된 거야?
아니, 그냥 살을 뺀 거야.
농담이야. 이게 살을 빼면 생기는 얼굴인가? 어디서 사기를 당했어?

사진 퍼뜨렸어?
어머나! 무슨 소리야? 이걸 내가 유일하게 알고 있다고 생각했어?
우리는 그렇지 않아."
276,276,직장 내 괴롭힘 대화,"뭐하냐?
퇴근할게.
뭐했어?
내일 와서 다 끝내.
내일? 제대로 일도 못하면서 매일 급여도 못 받잖아. 너무 이기적이야.
정말
미안해.
전임자가 잘한 건 듣지 않고 했지만, 못하겠으면 가서 물어봐.
앞으로 더 잘할게.
매일 하유에 가서 야근하는 직원들한테 커피 사주고 퇴근할게. 어쨌거나
알겠어."
277,277,갈취 대화,"야, 거기 서 있어.
네? 나?
네, 당신. 얼마나 있어?
저는 1페니도 없어. 미안해.
아니, 미안해할 필요 없어. 그냥 당신 계좌에 있는 돈을 보내줘.
제 계좌에 돈이 거의 없어. 제발 구해줘.
저는 나쁜 사람이 아니야. 그냥 돈을 좀 가져가고 싶었을 뿐이야.
미안해.
빨리 돈을 줄 수 있어?
부탁해."
278,278,협박 대화,"그렇게 죽고 싶으면 엄마가 죽일까?
갑자기 무슨 소리야?
내가 원하면 죽일 수 있다는 걸 모르는 듯해. 네가 항상 먹는 아침 식사에 쥐약을 섞어 줄 수도 있어.
뭐라고 했어?
매일 깨고 싶지 않으면 잠들 때 베개로 얼굴을 눌러 계속 잠들게 할 수도 있어.
엄마, 그냥 불평했을 뿐이야. 농담하지 마.
농담이 아니야. 엄마가 학교에 데려다줄 때 때릴까?
다시는 그러지 않을 테니까 그만둬.
알았어, 엄마한테 죽고 싶다고 한 번 더 말해.
알았어, 정말 미안해. 조용히 먹을게."
279,279,협박 대화,"야, 너, 00 만나지 말라고 경고하지 않았어?
언니, 내 심장이야. 만나든 안 만나든 상관없어?
지금은 편안하고 행복하게 살고 있니? 전 남자친구한테 맞아서 아직도 미칠 거야?
왜 그걸 여기서 꺼내? 너도 똑같이 맞고 싶어? 머리에서 피가 나고 온몸이 멍이 들기를 바라?
한 번 해봐. 난 네가 하는 게 하나도 무섭지 않아. 내 앞에서 한 번 더 그러면 때릴 거야.
언니. 지금은 무서워할지도 모르지만 그냥 웃기잖아. 한 번 더 경고하면 더 이상 말하고 싶지 않다는 신호로 받아들여서 혀를 빼버릴 거야.
마침내 네 진짜 모습이 드러나. 뭐 말할 수 없니?
내 소문을 듣지 못했나 봐. 한 번 해봐. 더 이상 말하지 못하게 하고 얼굴도 보이지 않게 할게.
나가.
언니도 여기서 나가세요."
280,280,갈취 대화,"야, 돈 좀 줘
허? 아.
알았어, 똑똑하네
난 돈 없어
그러면 주머니에 튀어나온 거 꺼내
허? 아.
내가 누구 때문에 멍청하다고 생각해? 너 정말 멍청하잖아
미안해. 줄게
야, 아마 이게 내가 가진 전부일 거야, 그럼 내가 멍청하다고 생각해?
미안해. 줄게"
281,281,기타 괴롭힘 대화,"아. 무겁다.
뭐, 무겁다. 남자가 들어올릴 수 없나?
모든 남자가 강해야 한다는 규칙이 있나?
아이가 어떻게 대답하나?
하.
어른들 앞에서 한숨 쉬는 거야? 이게 무슨 가정교육이야?
우리 부모님 건드리지 마.
너를 낳아주고 미역국 먹은 네 엄마 아빠가 불쌍해.
그러지 마."
282,282,갈취 대화,"야, 시간 있어?
아니. 아니?
시간이 없어도 와. 수색할래?
돈 없어.
형, 시간 없어. 때릴래? 아니면 그냥 줄래?
허??
아, 이게 뭐야? 에어팟이야? 내 것으로 가져갈게. 돈 없으면 훔쳐도 돼.
얼마 전에 샀어. 돌려줘.
미쳤어? 몇 번 때리기 전에 꺼져.
아니, 돌려줘."
283,283,기타 괴롭힘 대화,"너 내 대신 청소해.
허? 지난번에도 부탁했잖아.
그때는 뭔가 할 일이 있었잖아.
왜 지금 그러는 거야?
아니, 내가 부탁하면 해. 왜 그렇게 소란을 피우는 거야? 사소한 일로.
오늘은 일찍 집에 가야 해. 미안해.
뭐야? 너만 바쁜 거야? 나도 바쁜데. 누군가를 화나게 하는 말을 하는 거야?
내가 뭐 했는데?
괴롭힘 당하고 싶어?
미안해. 내가 할게."
284,284,직장 내 괴롭힘 대화,"야, 때려봐
어떻게 내 후배를 때릴 수 있어
야, 이렇게 때려봐!!
와. 홍길동 일병!
미안해. 정말 때릴 수 없어.
와, 요즘 애들 무섭지? 눈 좀 봐, 눈
그럼 계속 이러면 우리도 때려야 한다는 거야?
때리지 않을 거야? 야, 빨리 때려!!
김철수 일병! 미안해!!!
때리지 않으면 오늘 맞을 거야."
285,285,기타 괴롭힘 대화,"뭐야? 정말 싫어.
난 멀리 있어
정말 멀리? 눈을 감아
뭐가 문제야?
난 네 눈이 싫어
아
아
무슨 소리야?
미안해
미안하지만, 미안해하는 게 뭐야?
미안해"
286,286,기타 괴롭힘 대화,"오, 선생님!
. 
왜 그냥 내버려두세요, 저는 인간인데
. 아
말 못하세요? 장애인이세요? 장애인이세요?
. 
아니, 장애인이라면 그냥 내버려두세요, 저는 인간인데
아.
그냥 집에 있었는데 너무 짜증나요
미안해요."
